antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule_str
frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER THYME'}),0.012819801320828016,0.012764304345413174,0.011876352738775737,0.9264069264069263,72.57794089968003,1.0,0.011712716893068957,13.414790923306432,0.9990290629616941,0.8663967611336032,0.925455416657845,0.928420854507811,HERB MARKER ROSEMARY,HERB MARKER THYME,HERB MARKER ROSEMARY → HERB MARKER THYME
"frozenset({'HERB MARKER BASIL', 'HERB MARKER MINT'})",frozenset({'HERB MARKER ROSEMARY'}),0.011210389033797659,0.012819801320828016,0.01037793440257506,0.9257425742574258,72.21192833569071,1.0,0.010234219442432585,13.29402667554619,0.997332356077639,0.7601626016260161,0.9247782463202471,0.8676331918906177,"HERB MARKER BASIL, HERB MARKER MINT",HERB MARKER ROSEMARY,"HERB MARKER BASIL, HERB MARKER MINT → HERB MARKER ROSEMARY"
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.011265886009212498,0.012764304345413174,0.01037793440257506,0.9211822660098522,72.16862283144143,1.0,0.01023413320483274,12.525552888617568,0.9973799312760987,0.7601626016260163,0.9201632048587063,0.8671128721353609,"HERB MARKER BASIL, HERB MARKER PARSLEY",HERB MARKER THYME,"HERB MARKER BASIL, HERB MARKER PARSLEY → HERB MARKER THYME"
"frozenset({'HERB MARKER BASIL', 'HERB MARKER MINT'})",frozenset({'HERB MARKER PARSLEY'}),0.011210389033797659,0.012653310394583495,0.01021144347633054,0.9108910891089108,71.98836199409413,1.0,0.010069594944241863,11.080223961127443,0.9972888618832527,0.7479674796747968,0.9097491166687349,0.8589543164842799,"HERB MARKER BASIL, HERB MARKER MINT",HERB MARKER PARSLEY,"HERB MARKER BASIL, HERB MARKER MINT → HERB MARKER PARSLEY"
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER MINT'})",frozenset({'HERB MARKER ROSEMARY'}),0.011376879960042177,0.012819801320828016,0.01048892835340474,0.9219512195121952,71.91618625277162,1.0,0.010343079012666088,12.648246295576897,0.9974427104774024,0.7651821862348178,0.9209376559697686,0.8700665188470067,"HERB MARKER MINT, HERB MARKER PARSLEY",HERB MARKER ROSEMARY,"HERB MARKER MINT, HERB MARKER PARSLEY → HERB MARKER ROSEMARY"
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER ROSEMARY'}),0.011265886009212498,0.012819801320828016,0.01037793440257506,0.9211822660098522,71.85620455078583,1.0,0.01023350798223386,12.524848770741992,0.9973189994453102,0.757085020242915,0.920158716619717,0.8653530377668308,"HERB MARKER BASIL, HERB MARKER PARSLEY",HERB MARKER ROSEMARY,"HERB MARKER BASIL, HERB MARKER PARSLEY → HERB MARKER ROSEMARY"
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER MINT'})",frozenset({'HERB MARKER THYME'}),0.011376879960042177,0.012764304345413174,0.0104334313779899,0.9170731707317074,71.84670201484624,1.0,0.010288213419678689,11.904901035834728,0.9974291078735587,0.7611336032388665,0.9160009816973768,0.8672322375397667,"HERB MARKER MINT, HERB MARKER PARSLEY",HERB MARKER THYME,"HERB MARKER MINT, HERB MARKER PARSLEY → HERB MARKER THYME"
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.011432376935457018,0.012653310394583495,0.01037793440257506,0.9077669902912621,71.74146227218532,1.0,0.010233276988662846,10.704916739932402,0.9974644486947136,0.757085020242915,0.9065849810611124,0.8639712144438767,"HERB MARKER BASIL, HERB MARKER ROSEMARY",HERB MARKER PARSLEY,"HERB MARKER BASIL, HERB MARKER ROSEMARY → HERB MARKER PARSLEY"
frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER THYME'}),0.012653310394583495,0.012764304345413174,0.011487873910871858,0.9078947368421053,71.12763157894737,1.0,0.011326363206018415,10.718558981392663,0.998576059056077,0.8247011952191236,0.9067038767304455,0.9039473684210527,HERB MARKER PARSLEY,HERB MARKER THYME,HERB MARKER PARSLEY → HERB MARKER THYME
frozenset({'HERB MARKER THYME'}),frozenset({'HERB MARKER PARSLEY'}),0.012764304345413174,0.012653310394583495,0.011487873910871858,0.9000000000000001,71.12763157894737,1.0,0.011326363206018415,9.873466896054179,0.9986883279929546,0.8247011952191236,0.8987184531504695,0.9039473684210527,HERB MARKER THYME,HERB MARKER PARSLEY,HERB MARKER THYME → HERB MARKER PARSLEY
frozenset({'HERB MARKER CHIVES '}),frozenset({'HERB MARKER THYME'}),0.011265886009212498,0.012764304345413174,0.01021144347633054,0.9064039408866995,71.01083743842365,1.0,0.01006764227858822,10.547834011467428,0.9971514369106421,0.7389558232931727,0.9051938057697138,0.8532019704433498,HERB MARKER CHIVES ,HERB MARKER THYME,HERB MARKER CHIVES  → HERB MARKER THYME
frozenset({'HERB MARKER THYME'}),frozenset({'HERB MARKER CHIVES '}),0.012764304345413174,0.011265886009212498,0.01021144347633054,0.8,71.01083743842365,1.0,0.01006764227858822,4.943670569953938,0.998664905278543,0.7389558232931727,0.7977211495285137,0.8532019704433498,HERB MARKER THYME,HERB MARKER CHIVES ,HERB MARKER THYME → HERB MARKER CHIVES 
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT'})",frozenset({'HERB MARKER BASIL'}),0.011376879960042177,0.012875298296242855,0.01037793440257506,0.9121951219512197,70.84846509671995,1.0,0.01023145367940897,11.242253547181697,0.9972307426292726,0.748,0.9110498623960773,0.8591148023549202,"HERB MARKER MINT, HERB MARKER ROSEMARY",HERB MARKER BASIL,"HERB MARKER MINT, HERB MARKER ROSEMARY → HERB MARKER BASIL"
frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER ROSEMARY'}),0.012653310394583495,0.012819801320828016,0.011487873910871858,0.9078947368421053,70.81971975393029,1.0,0.01132566098556253,10.717956442802445,0.9985141485802543,0.8214285714285714,0.906698631839324,0.9019993164730007,HERB MARKER PARSLEY,HERB MARKER ROSEMARY,HERB MARKER PARSLEY → HERB MARKER ROSEMARY
frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER PARSLEY'}),0.012819801320828016,0.012653310394583495,0.011487873910871858,0.8961038961038961,70.81971975393027,1.0,0.01132566098556253,9.50321188745213,0.9986825510114294,0.8214285714285714,0.8947724188576305,0.9019993164730007,HERB MARKER ROSEMARY,HERB MARKER PARSLEY,HERB MARKER ROSEMARY → HERB MARKER PARSLEY
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.011099395082967978,0.012875298296242855,0.01010044952550086,0.9100000000000001,70.67797413793105,1.0,0.009957541502899797,10.968052241152874,0.996916490546885,0.728,0.9088261089559793,0.8472413793103449,"HERB MARKER MINT, HERB MARKER THYME",HERB MARKER BASIL,"HERB MARKER MINT, HERB MARKER THYME → HERB MARKER BASIL"
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER MINT'}),0.011487873910871858,0.012930795271657695,0.01048892835340474,0.9130434782608695,70.61000186601977,1.0,0.010340381007756638,11.351295854375929,0.9972944938136944,0.7529880478087649,0.9119043312033401,0.8621011382720656,"HERB MARKER PARSLEY, HERB MARKER ROSEMARY",HERB MARKER MINT,"HERB MARKER PARSLEY, HERB MARKER ROSEMARY → HERB MARKER MINT"
"frozenset({'HERB MARKER BASIL', 'HERB MARKER MINT'})",frozenset({'HERB MARKER THYME'}),0.011210389033797659,0.012764304345413174,0.01010044952550086,0.900990099009901,70.5866982350409,1.0,0.009957356708042986,9.97108052611133,0.9970098936254855,0.728,0.8997099664994888,0.8461472234179941,"HERB MARKER BASIL, HERB MARKER MINT",HERB MARKER THYME,"HERB MARKER BASIL, HERB MARKER MINT → HERB MARKER THYME"
frozenset({'HERB MARKER CHIVES '}),frozenset({'HERB MARKER ROSEMARY'}),0.011265886009212498,0.012819801320828016,0.0101559465009157,0.9014778325123153,70.31917343740004,1.0,0.0100115200805745,10.019879016593595,0.9970113436439524,0.7290836653386454,0.9001983957746463,0.8468428123600538,HERB MARKER CHIVES ,HERB MARKER ROSEMARY,HERB MARKER CHIVES  → HERB MARKER ROSEMARY
frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER CHIVES '}),0.012819801320828016,0.011265886009212498,0.0101559465009157,0.7922077922077921,70.31917343740002,1.0,0.0100115200805745,4.758282923580663,0.9985807341106732,0.7290836653386454,0.7898401553542999,0.8468428123600538,HERB MARKER ROSEMARY,HERB MARKER CHIVES ,HERB MARKER ROSEMARY → HERB MARKER CHIVES 
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER MINT'}),0.011487873910871858,0.012930795271657695,0.0104334313779899,0.9082125603864734,70.23640397254877,1.0,0.010284884032341799,10.753859230461405,0.9972182869784177,0.7460317460317462,0.9070101273813035,0.8575397565880865,"HERB MARKER PARSLEY, HERB MARKER THYME",HERB MARKER MINT,"HERB MARKER PARSLEY, HERB MARKER THYME → HERB MARKER MINT"
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER MINT'}),0.011432376935457018,0.012930795271657695,0.01037793440257506,0.9077669902912621,70.20194591441309,1.0,0.010230104676954245,10.70190821968623,0.9971552351208982,0.7420634920634921,0.906558720232669,0.8551710487936997,"HERB MARKER BASIL, HERB MARKER ROSEMARY",HERB MARKER MINT,"HERB MARKER BASIL, HERB MARKER ROSEMARY → HERB MARKER MINT"
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.011487873910871858,0.012875298296242855,0.01037793440257506,0.9033816425120773,70.16393886390138,1.0,0.01023002459918296,10.216740662633887,0.9972034115077139,0.7420634920634921,0.9021214266838208,0.8547080626353489,"HERB MARKER PARSLEY, HERB MARKER THYME",HERB MARKER BASIL,"HERB MARKER PARSLEY, HERB MARKER THYME → HERB MARKER BASIL"
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.011487873910871858,0.012875298296242855,0.01037793440257506,0.9033816425120773,70.16393886390138,1.0,0.01023002459918296,10.216740662633887,0.9972034115077139,0.7420634920634921,0.9021214266838208,0.8547080626353489,"HERB MARKER PARSLEY, HERB MARKER ROSEMARY",HERB MARKER BASIL,"HERB MARKER PARSLEY, HERB MARKER ROSEMARY → HERB MARKER BASIL"
frozenset({'HERB MARKER CHIVES '}),frozenset({'HERB MARKER MINT'}),0.011265886009212498,0.012930795271657695,0.01021144347633054,0.9064039408866995,70.09653481046111,1.0,0.01006576661079158,10.54605518736071,0.9969656610569884,0.7301587301587301,0.905177814620344,0.8480517558510751,HERB MARKER CHIVES ,HERB MARKER MINT,HERB MARKER CHIVES  → HERB MARKER MINT
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER MINT'}),0.011265886009212498,0.012930795271657695,0.01021144347633054,0.9064039408866995,70.09653481046111,1.0,0.01006576661079158,10.54605518736071,0.9969656610569884,0.7301587301587301,0.905177814620344,0.8480517558510751,"HERB MARKER BASIL, HERB MARKER PARSLEY",HERB MARKER MINT,"HERB MARKER BASIL, HERB MARKER PARSLEY → HERB MARKER MINT"
frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER CHIVES '}),0.012930795271657695,0.011265886009212498,0.01021144347633054,0.7896995708154506,70.09653481046111,1.0,0.01006576661079158,4.701531603262315,0.9986472628691839,0.7301587301587301,0.7873033546544457,0.8480517558510751,HERB MARKER MINT,HERB MARKER CHIVES ,HERB MARKER MINT → HERB MARKER CHIVES 
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.011876352738775737,0.012875298296242855,0.0107109162550641,0.9018691588785047,70.04646712858523,1.0,0.010558004670880961,10.059270769743053,0.9975712708050514,0.7628458498023716,0.9005892153725629,0.8668828553013213,"HERB MARKER ROSEMARY, HERB MARKER THYME",HERB MARKER BASIL,"HERB MARKER ROSEMARY, HERB MARKER THYME → HERB MARKER BASIL"
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER MINT'})",frozenset({'HERB MARKER BASIL'}),0.011376879960042177,0.012875298296242855,0.01021144347633054,0.8975609756097561,69.71185870479394,1.0,0.01006496275316445,9.636217326155727,0.9969979644734722,0.7272727272727272,0.8962248394620901,0.845332211942809,"HERB MARKER MINT, HERB MARKER PARSLEY",HERB MARKER BASIL,"HERB MARKER MINT, HERB MARKER PARSLEY → HERB MARKER BASIL"
frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER MINT'}),0.012653310394583495,0.012930795271657695,0.011376879960042177,0.8991228070175438,69.53345004141254,1.0,0.011213262593821079,9.784859942524427,0.9982495945469825,0.8007812499999999,0.8978012965056292,0.8894755665989006,HERB MARKER PARSLEY,HERB MARKER MINT,HERB MARKER PARSLEY → HERB MARKER MINT
frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER PARSLEY'}),0.012930795271657695,0.012653310394583495,0.011376879960042177,0.8798283261802574,69.53345004141254,1.0,0.011213262593821079,8.216134952787923,0.9985302224550414,0.8007812499999999,0.8782882698803922,0.8894755665989006,HERB MARKER MINT,HERB MARKER PARSLEY,HERB MARKER MINT → HERB MARKER PARSLEY
"frozenset({'HERB MARKER BASIL', 'HERB MARKER THYME'})",frozenset({'HERB MARKER MINT'}),0.011265886009212498,0.012930795271657695,0.01010044952550086,0.896551724137931,69.33461595382566,1.0,0.009954772659961902,9.541668979040644,0.9968071051086319,0.7165354330708662,0.8951965319488012,0.8388338019831286,"HERB MARKER BASIL, HERB MARKER THYME",HERB MARKER MINT,"HERB MARKER BASIL, HERB MARKER THYME → HERB MARKER MINT"
frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER BASIL'}),0.012819801320828016,0.012875298296242855,0.011432376935457018,0.8917748917748918,69.2624645469473,1.0,0.011267318169352789,9.121032243742716,0.9983609545870348,0.801556420233463,0.8903632863828512,0.8898529631288252,HERB MARKER ROSEMARY,HERB MARKER BASIL,HERB MARKER ROSEMARY → HERB MARKER BASIL
frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER ROSEMARY'}),0.012875298296242855,0.012819801320828016,0.011432376935457018,0.8879310344827587,69.2624645469473,1.0,0.011267318169352789,8.808684849752616,0.9984170832739738,0.801556420233463,0.8864756751936602,0.8898529631288252,HERB MARKER BASIL,HERB MARKER ROSEMARY,HERB MARKER BASIL → HERB MARKER ROSEMARY
frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER BASIL'}),0.012653310394583495,0.012875298296242855,0.011265886009212498,0.8903508771929824,69.15186403508771,1.0,0.011102970863447284,9.002577279538263,0.9981692187863846,0.7898832684824904,0.8889206980457834,0.8826754385964912,HERB MARKER PARSLEY,HERB MARKER BASIL,HERB MARKER PARSLEY → HERB MARKER BASIL
frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER PARSLEY'}),0.012875298296242855,0.012653310394583495,0.011265886009212498,0.875,69.15186403508771,1.0,0.011102970863447284,7.898773516843332,0.9983936904159538,0.7898832684824904,0.8733980664380867,0.8826754385964912,HERB MARKER BASIL,HERB MARKER PARSLEY,HERB MARKER BASIL → HERB MARKER PARSLEY
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER MINT'}),0.011876352738775737,0.012930795271657695,0.010599922304234418,0.8925233644859812,69.02308371104247,1.0,0.010446351618395319,9.184035209211526,0.9973570574769427,0.7460937499999998,0.8911154000153433,0.8561329268781837,"HERB MARKER ROSEMARY, HERB MARKER THYME",HERB MARKER MINT,"HERB MARKER ROSEMARY, HERB MARKER THYME → HERB MARKER MINT"
frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER MINT'}),0.012819801320828016,0.012930795271657695,0.011376879960042177,0.8874458874458874,68.6304182226929,1.0,0.011211109733739223,8.769730242009496,0.9982262638007535,0.7915057915057914,0.8859714070554057,0.8836371068130724,HERB MARKER ROSEMARY,HERB MARKER MINT,HERB MARKER ROSEMARY → HERB MARKER MINT
frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER ROSEMARY'}),0.012930795271657695,0.012819801320828016,0.011376879960042177,0.8798283261802574,68.6304182226929,1.0,0.011211109733739223,8.214749510437388,0.9983385123404815,0.7915057915057914,0.8782677428289891,0.8836371068130724,HERB MARKER MINT,HERB MARKER ROSEMARY,HERB MARKER MINT → HERB MARKER ROSEMARY
frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER THYME'}),0.012875298296242855,0.012764304345413174,0.011265886009212498,0.875,68.55054347826088,1.0,0.011101541783221274,7.897885565236694,0.9982651856492301,0.7837837837837838,0.8733838327056046,0.878804347826087,HERB MARKER BASIL,HERB MARKER THYME,HERB MARKER BASIL → HERB MARKER THYME
frozenset({'HERB MARKER THYME'}),frozenset({'HERB MARKER BASIL'}),0.012764304345413174,0.012875298296242855,0.011265886009212498,0.8826086956521739,68.55054347826086,1.0,0.011101541783221274,8.408840051550523,0.9981529516635481,0.7837837837837838,0.8810775334208423,0.878804347826087,HERB MARKER THYME,HERB MARKER BASIL,HERB MARKER THYME → HERB MARKER BASIL
frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER BASIL'}),0.012930795271657695,0.012875298296242855,0.011210389033797659,0.8669527896995709,67.33457895515762,1.0,0.011043901187467418,7.419356628934695,0.9980544270552097,0.7680608365019013,0.8652174238261972,0.8688212224359924,HERB MARKER MINT,HERB MARKER BASIL,HERB MARKER MINT → HERB MARKER BASIL
frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER MINT'}),0.012875298296242855,0.012930795271657695,0.011210389033797659,0.8706896551724138,67.33457895515761,1.0,0.011043901187467418,7.633335183232514,0.9979983156015044,0.7680608365019013,0.8689956649360016,0.8688212224359924,HERB MARKER BASIL,HERB MARKER MINT,HERB MARKER BASIL → HERB MARKER MINT
frozenset({'HERB MARKER THYME'}),frozenset({'HERB MARKER MINT'}),0.012764304345413174,0.012930795271657695,0.011099395082967978,0.8695652173913043,67.24762082478074,1.0,0.010934342476692309,7.567530569583956,0.997866659171398,0.7604562737642585,0.8678564968050103,0.8639671580518753,HERB MARKER THYME,HERB MARKER MINT,HERB MARKER THYME → HERB MARKER MINT
frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER THYME'}),0.012930795271657695,0.012764304345413174,0.011099395082967978,0.8583690987124463,67.24762082478074,1.0,0.010934342476692309,6.970482335985412,0.9980349713257619,0.7604562737642585,0.8565379048681527,0.8639671580518753,HERB MARKER MINT,HERB MARKER THYME,HERB MARKER MINT → HERB MARKER THYME
"frozenset({'REGENCY TEA PLATE ROSES ', 'REGENCY TEA PLATE GREEN '})",frozenset({'REGENCY TEA PLATE PINK'}),0.01559465009157001,0.014762195460347412,0.012375825517509296,0.7935943060498221,53.75855564177347,1.0,0.012145614244721815,4.773307294407627,0.9969453232324815,0.6882716049382716,0.7905016504653717,0.8159700853557381,"REGENCY TEA PLATE GREEN , REGENCY TEA PLATE ROSES ",REGENCY TEA PLATE PINK,"REGENCY TEA PLATE GREEN , REGENCY TEA PLATE ROSES  → REGENCY TEA PLATE PINK"
frozenset({'REGENCY SUGAR BOWL GREEN'}),frozenset({'REGENCY MILK JUG PINK '}),0.014207225706199013,0.015039680337421611,0.010932904156723459,0.76953125,51.16672912822878,1.0,0.010719232023620627,4.273726132773222,0.9945863628582884,0.596969696969697,0.7660121474954924,0.7482342596863469,REGENCY SUGAR BOWL GREEN,REGENCY MILK JUG PINK ,REGENCY SUGAR BOWL GREEN → REGENCY MILK JUG PINK 
frozenset({'REGENCY MILK JUG PINK '}),frozenset({'REGENCY SUGAR BOWL GREEN'}),0.015039680337421611,0.014207225706199013,0.010932904156723459,0.7269372693726938,51.16672912822878,1.0,0.010719232023620627,3.6101329977516228,0.9954269530905893,0.596969696969697,0.7230018947715233,0.7482342596863469,REGENCY MILK JUG PINK ,REGENCY SUGAR BOWL GREEN,REGENCY MILK JUG PINK  → REGENCY SUGAR BOWL GREEN
"frozenset({'REGENCY TEA PLATE ROSES ', 'REGENCY TEA PLATE PINK'})",frozenset({'REGENCY TEA PLATE GREEN '}),0.013097286197902215,0.018646983739386204,0.012375825517509296,0.9449152542372881,50.673892756255036,1.0,0.012131600634746926,17.81533167980804,0.9932751816934046,0.6389684813753581,0.943868572419934,0.8043028652138822,"REGENCY TEA PLATE PINK, REGENCY TEA PLATE ROSES ",REGENCY TEA PLATE GREEN ,"REGENCY TEA PLATE PINK, REGENCY TEA PLATE ROSES  → REGENCY TEA PLATE GREEN "
frozenset({'REGENCY TEA PLATE PINK'}),frozenset({'REGENCY TEA PLATE GREEN '}),0.014762195460347412,0.018646983739386204,0.013374771074976415,0.9060150375939849,48.58775286430362,1.0,0.013099500656269676,10.441596093012928,0.9940936871636212,0.6675900277008311,0.9042292010635081,0.8116384711779449,REGENCY TEA PLATE PINK,REGENCY TEA PLATE GREEN ,REGENCY TEA PLATE PINK → REGENCY TEA PLATE GREEN 
